dt(GPS)	frame	LO	AO
174.9998	1059	-0.0044	-0.0777
174.9998	1060	-0.0064	-0.0800
174.9998	1061	-0.0055	-0.0814
174.9998	1062	-0.0041	-0.0831
174.9998	1063	-0.0046	-0.0850
175.9991	1064	-0.0039	-0.0862
175.9991	1065	-0.0027	-0.0867
175.9991	1066	-0.0025	-0.0876
175.9991	1067	-0.0040	-0.0895
175.9991	1068	-0.0044	-0.0914
175.9991	1069	-0.0031	-0.0914
176.9995	1070	-0.0016	-0.0924
176.9995	1071	-0.0001	-0.0938
176.9995	1072	-0.0002	-0.0952
176.9995	1073	-0.0009	-0.0947
176.9995	1074	-0.0039	-0.0901
176.9995	1075	-0.0072	-0.0755
177.9991	1076	-0.0245	-0.0641
177.9991	1077	0.0259	-0.0597
177.9991	1078	0.0260	-0.0585
177.9991	1079	0.0253	-0.0599
177.9991	1080	-0.0231	-0.0617
177.9991	1081	0.0248	-0.0623
178.9988	1082	0.0473	-0.0620
178.9988	1083	0.0467	-0.0633
178.9988	1084	0.0460	-0.0636
178.9988	1085	0.0470	-0.0630
178.9988	1086	0.0491	-0.0628
178.9988	1087	0.0502	-0.0644
179.9990	1088	0.0667	-0.0661
179.9990	1089	0.0667	-0.0662
179.9990	1090	0.0667	-0.0672
179.9990	1091	0.0660	-0.0685
179.9990	1092	0.0646	-0.0692
179.9990	1093	0.0647	-0.0692
180.9992	1094	0.0758	-0.0705
180.9992	1095	0.0734	-0.0719
180.9992	1096	0.0723	-0.0730
180.9992	1097	0.0720	-0.0749
180.9992	1098	0.0729	-0.0766
180.9992	1099	0.0739	-0.0787
181.9993	1100	0.0713	-0.0791
181.9993	1101	0.0731	-0.0794
181.9993	1102	0.0721	-0.0813
181.9993	1103	0.0709	-0.0817
181.9993	1104	0.0713	-0.0816
181.9993	1105	0.0721	-0.0817
182.9996	1106	0.0673	-0.0831
182.9996	1107	0.0677	-0.0848
182.9996	1108	0.0666	-0.0858
182.9996	1109	0.0666	-0.0874
182.9996	1110	0.0674	-0.0883
182.9996	1111	0.0687	-0.0894
183.9992	1112	0.0635	-0.0895
183.9992	1113	0.0622	-0.0915
183.9992	1114	0.0599	-0.0935
183.9992	1115	0.0587	-0.0944
183.9992	1116	0.0579	-0.0958
183.9992	1117	0.0593	-0.0968
184.9997	1118	0.0645	-0.0977
184.9997	1119	0.0651	-0.0987
184.9997	1120	0.0649	-0.0990
184.9997	1121	0.0651	-0.1000
184.9997	1122	0.0655	-0.1001
184.9997	1123	0.0646	-0.1005
185.9990	1124	0.0585	-0.0986
185.9990	1125	0.0606	-0.0878
185.9990	1126	0.0635	-0.0715
185.9990	1127	0.0633	-0.0644
185.9990	1128	0.0643	-0.0627
185.9990	1129	0.0650	-0.0626
186.9993	1130	0.0844	-0.0641
186.9993	1131	0.0854	-0.0656
186.9993	1132	0.0869	-0.0666
186.9993	1133	0.0888	-0.0667
186.9993	1134	0.0918	-0.0670
186.9993	1135	0.0919	-0.0668
187.9988	1136	0.0832	-0.0660
187.9988	1137	0.0836	-0.0667
187.9988	1138	0.0833	-0.0678
187.9988	1139	0.0818	-0.0687
187.9988	1140	0.0815	-0.0679
187.9988	1141	0.0826	-0.0676
187.9988	1142	0.0819	-0.0691
188.9991	1143	0.0793	-0.0699
188.9991	1144	0.0788	-0.0721
188.9991	1145	0.0777	-0.0733
188.9991	1146	0.0755	-0.0751
188.9991	1147	0.0752	-0.0756
188.9991	1148	0.0753	-0.0746
189.9988	1149	0.0765	-0.0737
189.9988	1150	0.0772	-0.0732
189.9988	1151	0.0790	-0.0728
189.9988	1152	0.0790	-0.0728
189.9988	1153	0.0813	-0.0729
189.9988	1154	0.0822	-0.0728
189.9988	1155	0.0820	-0.0748
189.9988	1156	0.0820	-0.0748
190.9993	1157	0.0777	-0.0784
190.9993	1158	0.0764	-0.0808
190.9993	1159	0.0762	-0.0816
190.9993	1160	0.0750	-0.0829
190.9993	1161	0.0750	-0.0829
191.9988	1162	0.0664	-0.0834
191.9988	1163	0.0704	-0.0843
191.9988	1164	0.0706	-0.0844
191.9988	1165	0.0706	-0.0844
191.9988	1166	0.0700	-0.0857
192.9990	1167	0.0621	-0.0873
192.9990	1168	0.0622	-0.0871
192.9990	1169	0.0622	-0.0873
192.9990	1170	0.0622	-0.0873
192.9990	1171	0.0591	-0.0882
192.9990	1172	0.0571	-0.0891
193.9991	1173	0.0547	-0.0877
193.9991	1174	0.0566	-0.0819
193.9991	1175	0.0597	-0.0737
193.9991	1176	0.0620	-0.0726
193.9991	1177	0.0662	-0.0722
193.9991	1178	0.0680	-0.0729
194.9989	1179	0.0591	-0.0754
194.9989	1180	0.0587	-0.0770
194.9989	1181	0.0595	-0.0779
194.9989	1182	0.0598	-0.0790
194.9989	1183	0.0595	-0.0810
194.9989	1184	0.0594	-0.0823
195.9989	1185	0.0506	-0.0816
195.9989	1186	0.0507	-0.0820
195.9989	1187	0.0498	-0.0832
195.9989	1188	0.0481	-0.0846
195.9989	1189	0.0475	-0.0845
195.9989	1190	0.0483	-0.0817
196.9992	1191	0.0577	-0.0771
196.9992	1192	0.0597	-0.0700
196.9992	1193	0.0589	-0.0687
196.9992	1194	0.0577	-0.0697
196.9992	1195	0.0570	-0.0712
196.9992	1196	0.0552	-0.0746
197.9993	1197	0.0778	-0.0763
197.9993	1198	0.0746	-0.0792
197.9993	1199	0.0750	-0.0804
197.9993	1200	0.0767	-0.0825
197.9993	1201	0.0795	-0.0825
197.9993	1202	0.0810	-0.0828
198.9992	1203	0.0713	-0.0845
198.9992	1204	0.0713	-0.0856
198.9992	1205	0.0713	-0.0871
198.9992	1206	0.0703	-0.0882
198.9992	1207	0.0684	-0.0898
198.9992	1208	0.0683	-0.0909
199.9995	1209	0.0775	-0.0914
199.9995	1210	0.0782	-0.0869
199.9995	1211	0.0791	-0.0811
199.9995	1212	0.0815	-0.0781
199.9995	1213	0.0824	-0.0776
199.9995	1214	0.0807	-0.0794
200.9998	1215	0.0642	-0.0811
200.9998	1216	0.0629	-0.0833
200.9998	1217	0.0622	-0.0849
200.9998	1218	0.0624	-0.0856
200.9998	1219	0.0621	-0.0866
200.9998	1220	0.0622	-0.0889
201.9997	1221	0.0351	-0.0907
201.9997	1222	0.0361	-0.0910
201.9997	1223	0.0342	-0.0917
201.9997	1224	0.0340	-0.0908
201.9997	1225	0.0332	-0.0922
201.9997	1226	0.0337	-0.0929
202.9993	1227	-0.0038	-0.0903
202.9993	1228	-0.0039	-0.0882
202.9993	1229	-0.0044	-0.0817
202.9993	1230	-0.0045	-0.0761
202.9993	1231	-0.0031	-0.0700
202.9993	1232	-0.0007	-0.0649
203.9994	1233	0.1726	-0.0623
203.9994	1234	0.1733	-0.0617
203.9994	1235	0.1738	-0.0634
203.9994	1236	0.1727	-0.0649
203.9994	1237	0.1737	-0.0652
203.9994	1238	0.1772	-0.0668
204.9992	1239	0.4986	-0.0533
204.9992	1240	0.4992	-0.0547
204.9992	1241	0.4991	-0.0552
204.9992	1242	0.4981	-0.0569
204.9992	1243	0.4968	-0.0596
204.9992	1244	0.4977	-0.0595
205.9993	1245	0.1684	-0.0604
205.9993	1246	0.1694	-0.0606
205.9993	1247	0.1693	-0.0627
205.9993	1248	0.1691	-0.0632
205.9993	1249	0.1685	-0.0636
205.9993	1250	0.1684	-0.0648
206.9991	1251	0.0342	-0.0663
206.9991	1252	0.0345	-0.0678
206.9991	1253	0.0356	-0.0688
206.9991	1254	0.0352	-0.0641
206.9991	1255	0.0363	-0.0534
206.9991	1256	0.0382	-0.0462
207.9987	1257	0.0573	-0.0427
207.9987	1258	0.0577	-0.0428
207.9987	1259	0.0581	-0.0457
207.9987	1260	0.0543	-0.0489
207.9987	1261	0.0534	-0.0497
207.9987	1262	0.0547	-0.0518
208.9992	1263	0.0512	-0.0541
208.9992	1264	0.0516	-0.0554
208.9992	1265	0.0538	-0.0560
208.9992	1266	0.0541	-0.0584
208.9992	1267	0.0524	-0.0594
208.9992	1268	0.0513	-0.0595
209.9991	1269	0.0682	-0.0601
209.9991	1270	0.0689	-0.0616
209.9991	1271	0.0679	-0.0635
209.9991	1272	0.0676	-0.0643
209.9991	1273	0.0679	-0.0642
209.9991	1274	0.0688	-0.0659
210.9991	1275	0.0735	-0.0680
210.9991	1276	0.0708	-0.0693
210.9991	1277	0.0699	-0.0707
210.9991	1278	0.0687	-0.0735
210.9991	1279	0.0698	-0.0737
210.9991	1280	0.0708	-0.0750
211.9987	1281	0.0718	-0.0708
211.9987	1282	0.0717	-0.0686
211.9987	1283	0.0710	-0.0634
211.9987	1284	0.0724	-0.0584
211.9987	1285	0.0743	-0.0529
211.9987	1286	0.0750	-0.0520
212.9987	1287	0.0828	-0.0544
212.9987	1288	0.0822	-0.0557
212.9987	1289	0.0821	-0.0575
212.9987	1290	0.0817	-0.0577
212.9987	1291	0.0830	-0.0529
212.9987	1292	0.0850	-0.0474
213.9993	1293	0.0997	-0.0458
213.9993	1294	0.1021	-0.0456
213.9993	1295	0.1035	-0.0464
213.9993	1296	0.1029	-0.0480
213.9993	1297	0.1012	-0.0483
213.9993	1298	0.1012	-0.0476
213.9993	1299	0.1024	-0.0481
214.9989	1300	0.0986	-0.0485
214.9989	1301	0.0993	-0.0491
214.9989	1302	0.0999	-0.0493
214.9989	1303	0.1003	-0.0503
214.9989	1304	0.0991	-0.0516
214.9989	1305	0.0966	-0.0515
215.9996	1306	0.0922	-0.0518
215.9996	1307	0.0927	-0.0527
215.9996	1308	0.0960	-0.0522
215.9996	1309	0.0984	-0.0523
215.9996	1310	0.0984	-0.0518
215.9996	1311	0.0960	-0.0527
216.9991	1312	0.0773	-0.0513
216.9991	1313	0.0811	-0.0496
216.9991	1314	0.0814	-0.0511
216.9991	1315	0.0816	-0.0508
216.9991	1316	0.0813	-0.0512
216.9991	1317	0.0807	-0.0511
217.9990	1318	0.0661	-0.0519
217.9990	1319	0.0653	-0.0544
217.9990	1320	0.0642	-0.0565
217.9990	1321	0.0625	-0.0587
217.9990	1322	0.0592	-0.0603
217.9990	1323	0.0596	-0.0611
218.9990	1324	0.0496	-0.0613
218.9990	1325	0.0528	-0.0617
218.9990	1326	0.0539	-0.0581
218.9990	1327	0.0572	-0.0386
218.9990	1328	0.0613	-0.0181
218.9990	1329	0.0626	-0.0059
219.9988	1330	0.0751	-0.0013
219.9988	1331	0.0754	-0.0002
219.9988	1332	0.0729	-0.0028
219.9988	1333	0.0714	-0.0055
219.9988	1334	0.0700	-0.0070
219.9988	1335	0.0711	-0.0080
220.9992	1336	0.0733	-0.0102
220.9992	1337	0.0753	-0.0118
220.9992	1338	0.0754	-0.0137
220.9992	1339	0.0736	-0.0139
220.9992	1340	0.0718	-0.0153
220.9992	1341	0.0758	-0.0168
221.9996	1342	0.0802	-0.0186
221.9996	1343	0.0804	-0.0190
221.9996	1344	0.0792	-0.0217
221.9996	1345	0.0801	-0.0237
221.9996	1346	0.0799	-0.0243
221.9996	1347	0.0802	-0.0249
222.9993	1348	0.0944	-0.0254
222.9993	1349	0.0935	-0.0282
222.9993	1350	0.0935	-0.0304
222.9993	1351	0.0951	-0.0315
222.9993	1352	0.0960	-0.0321
222.9993	1353	0.0966	-0.0326
223.9990	1354	0.0917	-0.0332
223.9990	1355	0.0932	-0.0337
223.9990	1356	0.0944	-0.0351
223.9990	1357	0.0928	-0.0373
223.9990	1358	0.0921	-0.0381
223.9990	1359	0.0945	-0.0399
224.9978	1360	0.0817	-0.0417
224.9978	1361	0.0798	-0.0436
224.9978	1362	0.0798	-0.0434
224.9978	1363	0.0791	-0.0451
224.9978	1364	0.0756	-0.0457
224.9978	1365	0.0744	-0.0465
225.9992	1366	0.0769	-0.0477
225.9992	1367	0.0801	-0.0479
225.9992	1368	0.0814	-0.0488
225.9992	1369	0.0800	-0.0495
225.9992	1370	0.0779	-0.0487
225.9992	1371	0.0782	-0.0477
226.9991	1372	0.0678	-0.0478
226.9991	1373	0.0672	-0.0486
226.9991	1374	0.0677	-0.0490
226.9991	1375	0.0674	-0.0439
226.9991	1376	0.0693	-0.0315
226.9991	1377	0.0742	-0.0107
227.9988	1378	0.0876	-0.0054
227.9988	1379	0.0894	-0.0029
227.9988	1380	0.0905	-0.0039
227.9988	1381	0.0892	-0.0078
227.9988	1382	0.0889	-0.0098
227.9988	1383	0.0885	-0.0115
228.9993	1384	0.0785	-0.0127
228.9993	1385	0.0772	-0.0144
228.9993	1386	0.0777	-0.0157
228.9993	1387	0.0764	-0.0178
228.9993	1388	0.0746	-0.0187
228.9993	1389	0.0747	-0.0214
229.9989	1390	0.0777	-0.0224
229.9989	1391	0.0769	-0.0233
229.9989	1392	0.0772	-0.0249
229.9989	1393	0.0786	-0.0258
229.9989	1394	0.0788	-0.0287
229.9989	1395	0.0790	-0.0301
230.9998	1396	0.0800	-0.0310
230.9998	1397	0.0822	-0.0313
230.9998	1398	0.0821	-0.0320
230.9998	1399	0.0828	-0.0320
230.9998	1400	0.0838	-0.0335
230.9998	1401	0.0860	-0.0339
231.9990	1402	0.0848	-0.0342
231.9990	1403	0.0837	-0.0351
231.9990	1404	0.0837	-0.0360
231.9990	1405	0.0847	-0.0367
231.9990	1406	0.0850	-0.0373
231.9990	1407	0.0851	-0.0363
232.9990	1408	0.0790	-0.0371
232.9990	1409	0.0789	-0.0381
232.9990	1410	0.0778	-0.0382
232.9990	1411	0.0770	-0.0383
232.9990	1412	0.0770	-0.0383
232.9990	1413	0.0767	-0.0385
233.9988	1414	0.3355	-0.0374
233.9988	1415	0.3365	-0.0389
233.9988	1416	0.3376	-0.0399
233.9988	1417	0.3382	-0.0423
233.9988	1418	0.3386	-0.0425
233.9988	1419	0.3396	-0.0432
234.9990	1420	0.3296	-0.0517
234.9990	1421	0.3282	-0.0545
234.9990	1422	0.3277	-0.0560
234.9990	1423	0.3268	-0.0567
234.9990	1424	0.3247	-0.0582
234.9990	1425	0.3223	-0.0602
235.9990	1426	0.0770	-0.0618
235.9990	1427	0.0753	-0.0649
235.9990	1428	0.0754	-0.0665
235.9990	1429	0.0768	-0.0677
235.9990	1430	0.0791	-0.0681
235.9990	1431	0.0803	-0.0681
236.9992	1432	0.0615	-0.0682
236.9992	1433	0.0626	-0.0669
236.9992	1434	0.0629	-0.0562
236.9992	1435	0.0679	-0.0366
236.9992	1436	0.0713	-0.0277
236.9992	1437	0.0712	-0.0265
237.9996	1438	0.0869	-0.0270
237.9996	1439	0.0889	-0.0291
237.9996	1440	0.0897	-0.0305
237.9996	1441	0.0889	-0.0328
237.9996	1442	0.0882	-0.0358
237.9996	1443	0.0874	-0.0369
238.9991	1444	0.0726	-0.0391
238.9991	1445	0.0703	-0.0410
238.9991	1446	0.0700	-0.0415
238.9991	1447	0.0701	-0.0415
238.9991	1448	0.0699	-0.0412
238.9991	1449	0.0685	-0.0427
238.9991	1450	0.0668	-0.0455
239.9989	1451	0.0692	-0.0477
239.9989	1452	0.0684	-0.0496
239.9989	1453	0.0673	-0.0500
239.9989	1454	0.0670	-0.0513
239.9989	1455	0.0681	-0.0527
239.9989	1456	0.0694	-0.0530
240.9989	1457	0.0569	-0.0492
240.9989	1458	0.0596	-0.0471
240.9989	1459	0.0623	-0.0490
240.9989	1460	0.0628	-0.0477
240.9989	1461	0.0618	-0.0482
240.9989	1462	0.0618	-0.0492
241.9999	1463	0.0573	-0.0502
241.9999	1464	0.0582	-0.0461
241.9999	1465	0.0596	-0.0350
241.9999	1466	0.0616	-0.0230
241.9999	1467	0.0621	-0.0193
241.9999	1468	0.0637	-0.0180
242.9993	1469	0.0815	-0.0202
242.9993	1470	0.0796	-0.0230
242.9993	1471	0.0769	-0.0255
242.9993	1472	0.0775	-0.0259
242.9993	1473	0.0811	-0.0251
242.9993	1474	0.0824	-0.0258
243.9994	1475	0.0768	-0.0268
243.9994	1476	0.0749	-0.0283
243.9994	1477	0.0734	-0.0291
243.9994	1478	0.0724	-0.0300
243.9994	1479	0.0730	-0.0300
243.9994	1480	0.0772	-0.0290
244.9988	1481	0.0835	-0.0284
244.9988	1482	0.0849	-0.0282
244.9988	1483	0.0844	-0.0302
244.9988	1484	0.0830	-0.0319
244.9988	1485	0.0836	-0.0332
244.9988	1486	0.0832	-0.0332
245.9990	1487	0.0676	-0.0326
245.9990	1488	0.0680	-0.0305
245.9990	1489	0.0700	-0.0288
245.9990	1490	0.0713	-0.0277
245.9990	1491	0.0719	-0.0271
245.9990	1492	0.0707	-0.0262
246.9992	1493	0.0662	-0.0244
246.9992	1494	0.0687	-0.0217
246.9992	1495	0.0687	-0.0194
246.9992	1496	0.0673	-0.0178
246.9992	1497	0.0673	-0.0161
246.9992	1498	0.0665	-0.0156
247.9989	1499	0.0578	-0.0143
247.9989	1500	0.0593	-0.0126
247.9989	1501	0.0604	-0.0104
247.9989	1502	0.0604	-0.0100
247.9989	1503	0.0575	-0.0110
247.9989	1504	0.0544	-0.0121
248.9993	1505	0.0601	-0.0138
248.9993	1506	0.0603	-0.0154
248.9993	1507	0.0597	-0.0180
248.9993	1508	0.0586	-0.0192
248.9993	1509	0.0583	-0.0220
248.9993	1510	0.0585	-0.0229
249.9987	1511	0.0307	-0.0253
249.9987	1512	0.0291	-0.0270
249.9987	1513	0.0304	-0.0288
249.9987	1514	0.0312	-0.0306
249.9987	1515	0.0307	-0.0331
249.9987	1516	0.0307	-0.0338
250.9989	1517	0.0240	-0.0353
250.9989	1518	0.0237	-0.0365
250.9989	1519	0.0250	-0.0382
250.9989	1520	0.0256	-0.0392
250.9989	1521	0.0262	-0.0366
250.9989	1522	0.0275	-0.0284
251.9990	1523	0.0270	-0.0223
251.9990	1524	0.0266	-0.0191
251.9990	1525	0.0272	-0.0183
251.9990	1526	0.0279	-0.0191
251.9990	1527	0.0286	-0.0186
251.9990	1528	0.0288	-0.0198
252.9993	1529	0.0371	-0.0206
252.9993	1530	0.0384	-0.0209
252.9993	1531	0.0394	-0.0218
252.9993	1532	0.0378	-0.0230
252.9993	1533	0.0370	-0.0209
252.9993	1534	0.0381	-0.0191
253.9990	1535	0.0538	-0.0157
253.9990	1536	0.0545	-0.0138
253.9990	1537	0.0543	-0.0134
253.9990	1538	0.0538	-0.0136
253.9990	1539	0.0537	-0.0149
253.9990	1540	0.0528	-0.0168
254.9992	1541	0.0616	-0.0181
254.9992	1542	0.0639	-0.0180
254.9992	1543	0.0638	-0.0200
254.9992	1544	0.0595	-0.0226
254.9992	1545	0.0560	-0.0230
254.9992	1546	0.0550	-0.0240
255.9994	1547	0.0500	-0.0250
255.9994	1548	0.0484	-0.0257
255.9994	1549	0.0492	-0.0251
255.9994	1550	0.0498	-0.0271
255.9994	1551	0.0495	-0.0291
255.9994	1552	0.0463	-0.0316
256.9990	1553	0.0419	-0.0329
256.9990	1554	0.0448	-0.0331
256.9990	1555	0.0454	-0.0336
256.9990	1556	0.0467	-0.0344
256.9990	1557	0.0483	-0.0350
256.9990	1558	0.0498	-0.0351
257.9988	1559	0.0368	-0.0362
257.9988	1560	0.0377	-0.0368
257.9988	1561	0.0370	-0.0383
257.9988	1562	0.0356	-0.0399
257.9988	1563	0.0349	-0.0404
257.9988	1564	0.0344	-0.0417
258.9996	1565	0.0442	-0.0423
258.9996	1566	0.0455	-0.0436
258.9996	1567	0.0435	-0.0406
258.9996	1568	0.0419	-0.0312
258.9996	1569	0.0428	-0.0173
258.9996	1570	0.0446	-0.0134
259.9997	1571	0.0714	-0.0131
259.9997	1572	0.0709	-0.0143
259.9997	1573	0.0691	-0.0160
259.9997	1574	0.0680	-0.0184
259.9997	1575	0.0679	-0.0202
259.9997	1576	0.0659	-0.0232
260.9988	1577	0.0833	-0.0232
260.9988	1578	0.0881	-0.0224
260.9988	1579	0.0894	-0.0238
260.9988	1580	0.0866	-0.0279
260.9988	1581	0.0821	-0.0320
260.9988	1582	0.0821	-0.0329
261.9992	1583	0.0772	-0.0333
261.9992	1584	0.0785	-0.0358
261.9992	1585	0.0787	-0.0376
261.9992	1586	0.0769	-0.0394
261.9992	1587	0.0773	-0.0399
261.9992	1588	0.0761	-0.0411
262.9988	1589	0.0593	-0.0421
262.9988	1590	0.0629	-0.0420
262.9988	1591	0.0687	-0.0431
262.9988	1592	0.0711	-0.0446
262.9988	1593	0.0681	-0.0467
262.9988	1594	0.0623	-0.0492
263.9994	1595	0.0366	-0.0499
263.9994	1596	0.0368	-0.0504
263.9994	1597	0.0358	-0.0509
263.9994	1598	0.0349	-0.0523
263.9994	1599	0.0349	-0.0526
263.9994	1600	0.0352	-0.0542
263.9994	1601	0.0355	-0.0541
264.9999	1602	0.3255	-0.0535
264.9999	1603	0.3269	-0.0546
264.9999	1604	0.3254	-0.0567
264.9999	1605	0.3241	-0.0580
264.9999	1606	0.3240	-0.0581
264.9999	1607	0.3211	-0.0565
265.9987	1608	0.4794	-0.0545
265.9987	1609	0.4786	-0.0551
265.9987	1610	0.4770	-0.0567
265.9987	1611	0.4775	-0.0561
265.9987	1612	0.4784	-0.0561
265.9987	1613	0.4803	-0.0562
266.9990	1614	0.1649	-0.0560
266.9990	1615	0.1651	-0.0552
266.9990	1616	0.1623	-0.0559
266.9990	1617	0.1582	-0.0581
266.9990	1618	0.1557	-0.0598
266.9990	1619	0.1585	-0.0595
267.9989	1620	0.0081	-0.0579
267.9989	1621	0.0078	-0.0545
267.9989	1622	0.0075	-0.0409
267.9989	1623	0.0094	-0.0188
267.9989	1624	0.0087	-0.0077
267.9989	1625	0.0055	-0.0021
268.9992	1626	0.0405	-0.0025
268.9992	1627	0.0392	-0.0041
268.9992	1628	0.0385	-0.0058
268.9992	1629	0.0354	-0.0070
268.9992	1630	0.0342	-0.0077
268.9992	1631	0.0356	-0.0105
269.9994	1632	0.0330	-0.0123
269.9994	1633	0.0316	-0.0132
269.9994	1634	0.0300	-0.0139
269.9994	1635	0.0290	-0.0150
269.9994	1636	0.0279	-0.0151
269.9994	1637	0.0264	-0.0160
271.0002	1638	0.0303	-0.0172
271.0002	1639	0.0303	-0.0197
271.0002	1640	0.0296	-0.0217
271.0002	1641	0.0295	-0.0235
271.0002	1642	0.0290	-0.0240
271.0002	1643	0.0272	-0.0260
271.9991	1644	0.0430	-0.0268
271.9991	1645	0.0468	-0.0279
271.9991	1646	0.0480	-0.0306
271.9991	1647	0.0469	-0.0322
271.9991	1648	0.0462	-0.0335
271.9991	1649	0.0476	-0.0341
272.9992	1650	0.0577	-0.0361
272.9992	1651	0.0560	-0.0378
272.9992	1652	0.0548	-0.0387
272.9992	1653	0.0573	-0.0375
272.9992	1654	0.0594	-0.0376
272.9992	1655	0.0608	-0.0374
273.9994	1656	0.0740	-0.0382
273.9994	1657	0.0744	-0.0405
273.9994	1658	0.0750	-0.0417
273.9994	1659	0.0757	-0.0415
273.9994	1660	0.0786	-0.0377
273.9994	1661	0.0804	-0.0324
274.9997	1662	0.0728	-0.0229
274.9997	1663	0.0716	-0.0178
274.9997	1664	0.0707	-0.0152
274.9997	1665	0.0664	-0.0146
274.9997	1666	0.0655	-0.0149
274.9997	1667	0.0661	-0.0156
275.9993	1668	0.0690	-0.0192
275.9993	1669	0.0686	-0.0196
275.9993	1670	0.0690	-0.0226
275.9993	1671	0.0694	-0.0246
275.9993	1672	0.0696	-0.0261
275.9993	1673	0.0694	-0.0283
276.9995	1674	0.0658	-0.0301
276.9995	1675	0.0660	-0.0306
276.9995	1676	0.0675	-0.0311
276.9995	1677	0.0684	-0.0311
276.9995	1678	0.0674	-0.0335
276.9995	1679	0.0690	-0.0358
277.9990	1680	0.0487	-0.0379
277.9990	1681	0.0501	-0.0391
277.9990	1682	0.0485	-0.0423
277.9990	1683	0.0473	-0.0432
277.9990	1684	0.0473	-0.0431
277.9990	1685	0.0485	-0.0399
278.9990	1686	0.0560	-0.0373
278.9990	1687	0.0553	-0.0321
278.9990	1688	0.0543	-0.0257
278.9990	1689	0.0524	-0.0166
278.9990	1690	0.0539	-0.0095
278.9990	1691	0.0571	-0.0016
279.9992	1692	0.0918	0.0049
279.9992	1693	0.0934	0.0057
279.9992	1694	0.0943	0.0047
279.9992	1695	0.0951	0.0040
279.9992	1696	0.0938	0.0029
279.9992	1697	0.0918	0.0012
280.9992	1698	0.0904	-0.0004
280.9992	1699	0.0906	0.0001
280.9992	1700	0.0920	-0.0005
280.9992	1701	0.0937	-0.0020
280.9992	1702	0.0961	-0.0036
280.9992	1703	0.0984	-0.0035
282.0003	1704	0.0756	-0.0048
282.0003	1705	0.0788	-0.0065
282.0003	1706	0.0797	-0.0078
282.0003	1707	0.0766	-0.0102
282.0003	1708	0.0732	-0.0108
282.0003	1709	0.0678	-0.0131
282.9999	1710	0.0416	-0.0145
282.9999	1711	0.0406	-0.0151
282.9999	1712	0.0404	-0.0156
282.9999	1713	0.0406	-0.0156
282.9999	1714	0.0420	-0.0162
282.9999	1715	0.0422	-0.0172
283.9992	1716	0.0430	-0.0193
283.9992	1717	0.0427	-0.0212
283.9992	1718	0.0403	-0.0237
283.9992	1719	0.0366	-0.0258
283.9992	1720	0.0359	-0.0193
283.9992	1721	0.0390	-0.0106
284.9982	1722	0.0456	-0.0026
284.9982	1723	0.0448	-0.0021
284.9982	1724	0.0439	-0.0010
284.9982	1725	0.0464	-0.0009
284.9982	1726	0.0485	-0.0029
284.9982	1727	0.0481	-0.0046
285.9989	1728	0.0553	-0.0070
285.9989	1729	0.0534	-0.0082
285.9989	1730	0.0534	-0.0097
285.9989	1731	0.0541	-0.0111
285.9989	1732	0.0561	-0.0045
285.9989	1733	0.0567	0.0005
285.9989	1734	0.0568	0.0031
286.9991	1735	0.0755	0.0019
286.9991	1736	0.0765	0.0023
286.9991	1737	0.0770	0.0006
286.9991	1738	0.0761	-0.0025
286.9991	1739	0.0767	-0.0029
287.9998	1740	0.0884	-0.0057
287.9998	1741	0.0890	-0.0067
287.9998	1742	0.0895	-0.0077
287.9998	1743	0.0896	-0.0086
287.9998	1744	0.0887	-0.0094
287.9998	1745	0.0867	-0.0102
288.9989	1746	0.1017	-0.0106
288.9989	1747	0.1004	-0.0122
288.9989	1748	0.0990	-0.0115
288.9989	1749	0.0997	-0.0051
288.9989	1750	0.1027	0.0101
288.9989	1751	0.1056	0.0215
288.9989	1752	0.1081	0.0257
289.9991	1753	0.1282	0.0271
289.9991	1754	0.1265	0.0242
289.9991	1755	0.1245	0.0227
289.9991	1756	0.1226	0.0198
289.9991	1757	0.1217	0.0193
289.9991	1758	0.1216	0.0149
290.9997	1759	0.1255	0.0133
290.9997	1760	0.1256	0.0121
290.9997	1761	0.1260	0.0098
290.9997	1762	0.1264	0.0085
290.9997	1763	0.1284	0.0073
290.9997	1764	0.1324	0.0075
292.0001	1765	0.1278	0.0074
292.0001	1766	0.1272	0.0064
292.0001	1767	0.1272	0.0061
292.0001	1768	0.1265	0.0053
292.0001	1769	0.1245	0.0037
292.0001	1770	0.1215	0.0018
292.9995	1771	0.1216	0.0009
292.9995	1772	0.1226	0.0001
292.9995	1773	0.1219	-0.0019
292.9995	1774	0.1211	-0.0030
292.9995	1775	0.1194	-0.0055
292.9995	1776	0.1198	-0.0054
293.9991	1777	0.1191	-0.0076
293.9991	1778	0.1190	-0.0096
293.9991	1779	0.1201	-0.0123
293.9991	1780	0.1211	-0.0137
293.9991	1781	0.1192	-0.0158
293.9991	1782	0.1187	-0.0161
294.9993	1783	0.1264	-0.0180
294.9993	1784	0.1258	-0.0201
294.9993	1785	0.1248	-0.0217
294.9993	1786	0.1237	-0.0233
294.9993	1787	0.1227	-0.0258
294.9993	1788	0.1227	-0.0259
295.9991	1789	0.4163	-0.0216
295.9991	1790	0.4157	-0.0175
295.9991	1791	0.4157	-0.0136
295.9991	1792	0.4166	-0.0162
295.9991	1793	0.4174	-0.0185
295.9991	1794	0.4136	-0.0156
